ID	CC	annotation
PF03107	0.664903630486207	C1 domain
PF04776	0.665425874338178	Protein MS5
PF05278	0.665425874338178	Arabidopsis phospholipase-like protein (PEARLI 4)
PF05659	0.665425874338178	Arabidopsis broad-spectrum mildew resistance protein RPW8
PF06683	0.665425874338178	Protein of unknown function (DUF1184)
PF00395	0.665425874338179	S-layer homology domain
PF01010	0.665425874338179	NADH-dehyrogenase subunit F, TMs, (complex I) C-terminus
PF02576	0.665425874338179	RimP N-terminal domain
PF03078	0.665425874338179	ATHILA ORF-1 family
PF03384	0.665425874338179	Drosophila protein of unknown function, DUF287
PF03716	0.665425874338179	WCCH motif
PF03754	0.665425874338179	Domain of unknown function (DUF313)
PF04510	0.665425874338179	Family of unknown function (DUF577)
PF04554	0.665425874338179	Extensin-like region
PF04642	0.665425874338179	Protein of unknown function, DUF601
PF05695	0.665425874338179	Plant protein of unknown function (DUF825)
PF05758	0.665425874338179	Ycf1
PF05919	0.665425874338179	Mitovirus RNA-dependent RNA polymerase
PF06176	0.665425874338179	Lipopolysaccharide core biosynthesis protein (WaaY)
PF06449	0.665425874338179	Mitochondrial domain of unknown function (DUF1082)
PF06521	0.665425874338179	PAR1 protein
PF06651	0.665425874338179	Protein of unknown function (DUF1163)
PF06721	0.665425874338179	Protein of unknown function (DUF1204)
PF06746	0.665425874338179	Protein of unknown function (DUF1216)
PF06876	0.665425874338179	Plant self-incompatibility response (SCRL) protein
PF07127	0.665425874338179	Late nodulin protein
PF07224	0.665425874338179	Chlorophyllase
PF07265	0.665425874338179	Tapetum specific protein TAP35/TAP44
PF07279	0.665425874338179	Protein of unknown function (DUF1442)
PF07725	0.665425874338179	Leucine Rich Repeat
PF07918	0.665425874338179	CAP160 repeat
PF08744	0.665425874338179	Plant transcription factor NOZZLE
PF09331	0.665425874338179	Domain of unknown function (DUF1985)
PF10950	0.665425874338179	Organ specific protein
PF11690	0.665425874338179	Protein of unknown function (DUF3287)
PF12398	0.665425874338179	Receptor serine/threonine kinase
PF13187	0.665425874338179	4Fe-4S dicluster domain
PF13396	0.665425874338179	Phospholipase_D-nuclease N-terminal
PF13441	0.665425874338179	YMGG-like Gly-zipper
PF14576	0.665425874338179	Sieve element occlusion N-terminus
PF14577	0.665425874338179	Sieve element occlusion C-terminus
PF16269	0.665425874338179	Domain of unknown function (DUF4922)
PF16327	0.665425874338179	Cytochrome c-type biogenesis protein CcmF C-terminal
PF17232	0.665425874338179	Family of unknown function (DUF5306)
PF04503	0.665426865753095	Single-stranded DNA binding protein, SSDP
PF04859	0.66567586639136	Plant protein of unknown function (DUF641)
PF15449	0.665964268563325	Retinal protein
PF05466	0.666159537086375	Brain acid soluble protein 1 (BASP1 protein)
PF14637	0.666266392803786	Folliculin-interacting protein middle domain
PF13097	0.666337542646686	CENP-A nucleosome associated complex (NAC) subunit
PF15733	0.666419806776495	Domain of unknown function (DUF4682)
PF04499	0.6665591307047	SIT4 phosphatase-associated protein
PF14215	0.666618845122316	bHLH-MYC and R2R3-MYB transcription factors N-terminal
PF15031	0.666900862457683	Domain of unknown function (DUF4528)
PF04408	0.666938684153925	Helicase associated domain (HA2)
PF05266	0.666995636988051	Protein of unknown function (DUF724)
PF13240	0.667076056316442	zinc-ribbon domain
PF00439	0.667100950784595	Bromodomain
PF00629	0.667422714930856	MAM domain, meprin/A5/mu
PF02434	0.667863007212337	Fringe-like
PF07593	0.668124301589508	ASPIC and UnbV
PF15378	0.668149094366477	Domain of unknown function (DUF4605)
PF16186	0.668349441377555	Atypical Arm repeat
PF06403	0.668405408598227	Lamprin
PF11565	0.668405408598227	Alpha helical Porin B
PF11262	0.668426922085541	Transcription factor/nuclear export subunit protein 2
PF14918	0.668450168665471	MDM2-binding
PF02018	0.668704769316131	Carbohydrate binding domain
PF08566	0.669066741159661	Mitochondrial import protein Pam17
PF04849	0.669105498579121	HAP1 N-terminal conserved region
PF07831	0.669182690464399	Pyrimidine nucleoside phosphorylase C-terminal domain
PF05972	0.669718246713327	APC 15 residue motif
PF16876	0.669860543858099	Lipin/Ned1/Smp2 multi-domain protein middle domain
PF17292	0.67038050756854	POB3-like N-terminal PH domain
PF10204	0.670444478473656	Dual oxidase maturation factor
PF08636	0.670502006989006	ER protein Pkr1
PF07172	0.670634817358801	Glycine rich protein family
PF00312	0.670979811510973	Ribosomal protein S15
PF10578	0.671094419678388	Seminal vesicle protein repeat
PF05938	0.671139461086266	Plant self-incompatibility protein S1
PF02141	0.671913383253407	DENN (AEX-3) domain
PF15346	0.672062383344866	Arginine and glutamate-rich 1
PF12678	0.672329330993999	RING-H2 zinc finger domain
PF03172	0.672438584809688	HSR domain
PF05741	0.67264414619909	Nanos RNA binding domain
PF14299	0.673051493780784	Phloem protein 2
PF12819	0.673268709170042	Carbohydrate-binding protein of the ER
PF15715	0.673675477345466	PCNA-associated factor
PF08239	0.673881978866364	Bacterial SH3 domain
PF06364	0.674216434790581	Protein of unknown function (DUF1068)
PF07839	0.674216434790581	Plant calmodulin-binding domain
PF12313	0.674216434790581	NPR1/NIM1 like defence protein C terminal
PF12498	0.674216434790581	Basic leucine-zipper C terminal
PF06886	0.674315583415167	Targeting protein for Xklp2 (TPX2)
PF16523	0.674538992008229	betaPIX coiled coil
PF08604	0.674577876109322	Nucleoporin Nup153-like
PF17285	0.674635158579012	PRMT5 TIM barrel domain
PF08833	0.674754063863204	Axin beta-catenin binding domain
PF10602	0.675516055789077	26S proteasome subunit RPN7
PF15334	0.675587620663212	Aurora kinase A and ninein interacting protein
PF15427	0.675587620663212	S100P-binding protein
PF15672	0.675587620663212	Cell-membrane associated Mucin15
PF16322	0.675608946137406	Tubby N-terminal
PF09758	0.675654921030529	Uncharacterised conserved protein
PF16646	0.675923383344432	Axin-1 tankyrase binding domain
PF09742	0.676055183812449	Dyggve-Melchior-Clausen syndrome protein
PF01657	0.676062666395769	Salt stress response/antifungal
PF16273	0.676170530875655	Nuclear distribution C domain
PF10226	0.676421459177103	CCDC85 family
PF03029	0.676433214417852	Conserved hypothetical ATP binding protein
PF15384	0.676555447326559	PAXX, PAralog of XRCC4 and XLF, also called C9orf142
PF02347	0.676650507383068	Glycine cleavage system P-protein
PF06729	0.67731548301856	Kinetochore component, CENP-R
PF14077	0.67731548301856	Alternative WD40 repeat motif
PF10208	0.677681290115678	Degradation arginine-rich protein for mis-folding
PF03800	0.677865433737339	Nuf2 family
PF15397	0.677962650970091	Domain of unknown function (DUF4618)
PF01809	0.678074794975631	Haemolytic domain
PF08512	0.678079451851921	Histone chaperone Rttp106-like
PF15276	0.678302311409306	Protein phosphatase 1 binding
PF05641	0.678438055780945	Agenet domain
PF00385	0.678680411705277	Chromo (CHRromatin Organisation MOdifier) domain
PF02182	0.678752555486061	SAD/SRA domain
PF03531	0.678773072815193	Structure-specific recognition protein (SSRP1)
PF08137	0.679414048462972	DVL family
PF04780	0.679513187559901	Protein of unknown function (DUF629)
PF03091	0.67998903092899	CutA1 divalent ion tolerance protein
PF14851	0.680122525955114	FAM176 family
PF08198	0.68012366067531	Thymopoietin protein
PF10291	0.680237801459259	Muniscin C-terminal mu homology domain
PF00815	0.680580379423744	Histidinol dehydrogenase
PF03016	0.680770396224128	Exostosin family
PF04193	0.680972705576671	PQ loop repeat
PF00573	0.681119971124839	Ribosomal protein L4/L1 family
PF10358	0.681638040572207	N-terminal C2 in EEIG1 and EHBP1 proteins
PF07962	0.681641751452785	Replication Fork Protection Component Swi3
PF05147	0.681905800164089	Lanthionine synthetase C-like protein
PF15281	0.6819593067273	Consortin C-terminus
PF14364	0.682076470147979	Domain of unknown function (DUF4408)
PF17095	0.682212487277672	Spectrin-binding region of Ca2+-Calmodulin
PF05291	0.682321064719299	Bystin
PF07078	0.682356106841951	Forty-two-three protein
PF16090	0.682472768867146	Domain of unknown function (DUF4819)
PF15816	0.682799622275973	Transmembrane protein 82
PF08292	0.683743575746267	RNA polymerase III subunit Rpc25
PF11732	0.683770133613804	Transcription- and export-related complex subunit
PF15810	0.683893876407321	Coiled-coil domain-containing protein 117
PF04939	0.683963891235172	Ribosome biogenesis regulatory protein (RRS1)
PF00226	0.684747822473322	DnaJ domain
PF05185	0.684976568205612	PRMT5 arginine-N-methyltransferase
PF03195	0.685841426048089	Lateral organ boundaries (LOB) domain
PF06102	0.686030113630172	rRNA biogenesis protein RRP36
PF07354	0.686186776508598	Zona-pellucida-binding protein (Sp38)
PF14493	0.686265944607446	Helix-turn-helix domain
PF00453	0.686697757057988	Ribosomal protein L20
PF04084	0.686797504276627	Origin recognition complex subunit 2
PF14773	0.686942268197039	Helicase-associated putative binding domain, C-terminal
PF04718	0.687018266159476	Mitochondrial ATP synthase g subunit
PF06972	0.687179813008661	Protein of unknown function (DUF1296)
PF05162	0.687682387639578	Ribosomal protein L41
PF16368	0.687932155240576	Cytoplasmic polyadenylation element-binding protein 1 N-terminus
PF07802	0.687940328925871	GCK domain
PF15661	0.688192474468327	C6orf222, uncharacterised family
PF02536	0.688540017946684	mTERF
PF02881	0.688821885851355	SRP54-type protein, helical bundle domain
PF02127	0.689119031871531	Aminopeptidase I zinc metalloprotease (M18)
PF04181	0.689319944002622	Rtr1/RPAP2 family
PF15245	0.689321867198001	Transcription cofactor vestigial-like protein 4
PF16599	0.689643246532756	Unstructured linker region on PTN13 protein between PDZ
PF15146	0.689707553037073	Fanconi anemia-associated
PF03957	0.690011321994829	Jun-like transcription factor
PF06075	0.690162080182401	Plant protein of unknown function (DUF936)
PF06708	0.690162080182401	Protein of unknown function (DUF1195)
PF11421	0.690162080182401	ATP synthase F1 beta subunit
PF11900	0.690162080182401	Domain of unknown function (DUF3420)
PF13415	0.690423622423419	Galactose oxidase, central domain
PF02166	0.690456080612174	Androgen receptor
PF12057	0.691335422528978	Domain of unknown function (DUF3538)
PF03920	0.691343538772592	Groucho/TLE N-terminal Q-rich domain
PF00107	0.691550641602191	Zinc-binding dehydrogenase
PF05571	0.691561272000119	Protein of unknown function (DUF766)
PF03868	0.691818785860613	Ribosomal protein L6, N-terminal domain
PF12656	0.691907326325627	G-patch domain
PF08517	0.692113468589121	Ataxin-1 and HBP1 module (AXH)
PF00287	0.692586431627558	Sodium / potassium ATPase beta chain
PF15009	0.692744139708892	Transmembrane protein 173
PF11029	0.692788267092	DAZ associated protein 2 (DAZAP2)
PF15097	0.692917892184976	Immunoglobulin J chain
PF15817	0.692917892184976	Transmembrane protein 40 family
PF01435	0.693108224637933	Peptidase family M48
PF14949	0.693238849598631	ARF7 effector protein C-terminus
PF05337	0.693480646432958	Macrophage colony stimulating factor-1 (CSF-1)
PF04563	0.694382945090632	RNA polymerase beta subunit
PF15551	0.694622614869471	Domain of unknown function (DUF4656)
PF13086	0.694794875191607	AAA domain
PF01936	0.694835402559521	NYN domain
PF08211	0.694915154206439	Cytidine and deoxycytidylate deaminase zinc-binding region
PF17184	0.694986245477581	Rit1 N-terminal domain
PF03256	0.69508783797305	Anaphase-promoting complex, subunit 10 (APC10)
PF09279	0.695391090906151	Phosphoinositide-specific phospholipase C, efhand-like
PF01503	0.695666844655823	Phosphoribosyl-ATP pyrophosphohydrolase
PF17397	0.695744003429367	Family of unknown function (DUF5404)
PF01264	0.695811793035667	Chorismate synthase
PF14638	0.695812712587829	Folliculin-interacting protein C-terminus
PF02019	0.696188416834156	WIF domain
PF10631	0.696238601570502	Protein of unknown function (DUF2477)
PF06937	0.69625042155007	EURL protein
PF15912	0.696264667232587	Virilizer, N-terminal
PF01805	0.696704659858346	Surp module
PF07993	0.696903581934557	Male sterility protein
PF04716	0.697030557072646	ETC complex I subunit conserved region
PF03152	0.69728314596231	Ubiquitin fusion degradation protein UFD1
PF06989	0.697296607926368	BAALC N-terminus
PF15546	0.697302261793375	Domain of unknown function (DUF4653)
PF07912	0.697358581664731	ERp29, N-terminal domain
PF02978	0.697512585407744	Signal peptide binding domain
PF03226	0.697594882999211	Yippee zinc-binding/DNA-binding /Mis18, centromere assembly
PF05918	0.697808354847326	Apoptosis inhibitory protein 5 (API5)
PF09817	0.69787898247129	RZZ complex, subunit zwilch
PF15677	0.697952219442814	Cell cycle exit and neuronal differentiation protein 1
PF10637	0.697969087431927	Oxoglutarate and iron-dependent oxygenase degradation C-term
PF07815	0.698188150232129	Abl-interactor HHR
PF01762	0.698634509320659	Galactosyltransferase
PF13450	0.698642799404422	NAD(P)-binding Rossmann-like domain
PF06862	0.699008617634723	Utp25, U3 small nucleolar RNA-associated SSU processome protein 25
PF10172	0.699077530358635	Det1 complexing ubiquitin ligase
PF03155	0.699376313275445	ALG6, ALG8 glycosyltransferase family
PF16901	0.69941249734741	C-terminal domain of alpha-glycerophosphate oxidase
PF02822	0.69942110323083	Antistasin family
PF15923	0.699550031035944	Domain of unknown function (DUF4745)
PF01397	0.699776803886508	Terpene synthase, N-terminal domain
PF05899	0.700253895102888	Protein of unknown function (DUF861)
PF09057	0.700352466206361	Second Mitochondria-derived Activator of Caspases
PF12752	0.70036667426342	SUZ domain
PF06420	0.700632455889679	Mitochondrial genome maintenance MGM101
PF05715	0.700718941132698	Piccolo Zn-finger
PF01756	0.70104210464153	Acyl-CoA oxidase
PF03248	0.701402856024697	Rer1 family
PF03372	0.701427804927233	Endonuclease/Exonuclease/phosphatase family
PF16533	0.702187157230885	STIM1 Orai1-activating region
PF05697	0.70252896381407	Bacterial trigger factor protein (TF)
PF11977	0.702782746475234	Zc3h12a-like Ribonuclease NYN domain
PF13907	0.702999547455502	Domain of unknown function (DUF4208)
PF12020	0.70309755737563	TAFA family
PF01504	0.703355380218284	Phosphatidylinositol-4-phosphate 5-Kinase
PF08375	0.703362377335821	Proteasome regulatory subunit C-terminal
PF00387	0.703667310411009	Phosphatidylinositol-specific phospholipase C, Y domain
PF00950	0.703732031483231	ABC 3 transport family
PF02671	0.703937906785265	Paired amphipathic helix repeat
PF05456	0.704034665111581	Eukaryotic translation initiation factor 4E binding protein (EIF4EBP)
PF03759	0.704752969285368	PRONE (Plant-specific Rop nucleotide exchanger)
PF14799	0.70533654495682	FAM195 family
PF15293	0.705474299582116	Nuclear fragile X mental retardation-interacting protein 2
PF00377	0.705499231874292	Prion/Doppel alpha-helical domain
PF09090	0.705773348867977	MIF4G like
PF13178	0.705994394368322	Protein of unknown function (DUF4005)
PF07990	0.705994394368322	Nucleic acid binding protein NABP
PF03141	0.705994394368322	Putative S-adenosyl-L-methionine-dependent methyltransferase
PF14418	0.706059274594624	OST-HTH Associated domain
PF02893	0.706121660987706	GRAM domain
PF00796	0.706139164701037	Photosystem I reaction centre subunit VIII
PF15467	0.706298163386664	Secretogranin-3
PF00737	0.706463338372276	Photosystem II 10 kDa phosphoprotein
PF01648	0.706465791884565	4'-phosphopantetheinyl transferase superfamily
PF10206	0.706528178608838	Mitochondrial F1F0-ATP synthase, subunit f
PF16199	0.70653506887051	Radical_SAM C-terminal domain
PF12877	0.706592191216691	Domain of unknown function (DUF3827)
PF04565	0.706797673595694	RNA polymerase Rpb2, domain 3
PF16913	0.706839548183846	Purine nucleobase transmembrane transport
PF10565	0.707005872064142	N-methyl D-aspartate receptor 2B3 C-terminus
PF02987	0.707012303909539	Late embryogenesis abundant protein
PF14951	0.707024144926111	Domain of unknown function (DUF4503)
PF14769	0.707074462831704	Flagellar C1a complex subunit C1a-32
PF15049	0.707100143525445	Protein of unknown function (DUF4534)
PF15202	0.707100143525445	Adipogenin
PF15310	0.707100143525445	Vitamin A-deficiency (VAD) rat model signalling
PF15470	0.707100143525445	Domain of unknown function (DUF4637)
PF14049	0.707100143525445	Dppa2/4 conserved region in higher vertebrates
PF16472	0.707102217033242	Domain of unknown function (DUF5050)
PF16017	0.707402909520808	BTB/POZ domain
PF14603	0.707431529963675	Helically-extended SH3 domain
PF12701	0.707658616241885	Scd6-like Sm domain
PF13812	0.708150386929584	Pentatricopeptide repeat domain
PF10482	0.708154736166567	Tumour-suppressor protein CtIP N-terminal domain
PF01704	0.708179563790859	UTP--glucose-1-phosphate uridylyltransferase
PF01254	0.708269496345878	Nuclear transition protein 2
PF00363	0.708602101272886	Casein
PF14677	0.709113583618315	FANCI solenoid 3
PF01529	0.709123884663306	DHHC palmitoyltransferase
PF07521	0.709164949646106	Zn-dependent metallo-hydrolase RNA specificity domain
PF12872	0.709433711011917	OST-HTH/LOTUS domain
PF09612	0.709489163361968	Bacterial protein of unknown function (HtrL_YibB)
PF16922	0.709545627823068	DNA replication complex GINS protein SLD5 C-terminus
PF01299	0.709557198045966	Lysosome-associated membrane glycoprotein (Lamp)
PF16696	0.709666005832698	Zinc finger FYVE domain-containing protein 21 C-terminus
PF16494	0.709693697106665	C-terminal extension of sodium/calcium exchanger domain
PF00448	0.709746317469784	SRP54-type protein, GTPase domain
PF13270	0.709829486217633	Domain of unknown function (DUF4061)
PF02550	0.709984433937248	Acetyl-CoA hydrolase/transferase N-terminal domain
PF13336	0.709984433937248	Acetyl-CoA hydrolase/transferase C-terminal domain
PF03556	0.709998657390856	Cullin binding
PF15080	0.710003861989711	Domain of unknown function (DUF4547)
PF03587	0.710055724421225	EMG1/NEP1 methyltransferase
PF00330	0.710256749695414	Aconitase family (aconitate hydratase)
PF15791	0.710507885571364	Doublesex-and mab-3-related transcription factor C1 and C2
PF10158	0.710534314344049	Tumour suppressor protein
PF15101	0.710569903038222	Telomere-associated protein TERB2
PF15257	0.710663689289672	Domain of unknown function (DUF4590)
PF08387	0.710703150985923	FBD
PF02888	0.71082280150809	Calmodulin binding domain
PF04275	0.71101519150376	Phosphomevalonate kinase
PF00431	0.711132987820334	CUB domain
PF08685	0.711418715715344	GON domain
PF06351	0.711439350361777	Allene oxide cyclase
PF00291	0.711596858340587	Pyridoxal-phosphate dependent enzyme
PF04152	0.711621563320252	Mre11 DNA-binding presumed domain
PF16632	0.711628294538867	C-terminal region of Caskin
PF16740	0.71180375280259	Spindle and kinetochore-associated protein 2
PF07773	0.712058476994031	Protein of unknown function (DUF1619)
PF00284	0.712146124076753	Lumenal portion of Cytochrome b559, alpha (gene psbE) subunit
PF12772	0.712518735360676	Growth hormone receptor binding
PF05881	0.712519031268568	2',3'-cyclic nucleotide 3'-phosphodiesterase (CNP or CNPase)
PF04801	0.712820732962784	Sin-like protein conserved region
PF13096	0.712829706360697	CENP-A-nucleosome distal (CAD) centromere subunit, CENP-P
PF01333	0.713082710199862	Apocytochrome F, C-terminal
PF03344	0.713168343151894	Daxx N-terminal Rassf1C-interacting domain
PF00514	0.713262046563308	Armadillo/beta-catenin-like repeat
PF16741	0.713356509927893	mRNA-decapping enzyme C-terminus
PF07991	0.713435200773889	Acetohydroxy acid isomeroreductase, NADPH-binding domain
PF12936	0.713552413909252	KRI1-like family C-terminal
PF01315	0.713829953780783	Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain
PF00211	0.713950014950838	Adenylate and Guanylate cyclase catalytic domain
PF13640	0.713976887140269	2OG-Fe(II) oxygenase superfamily
PF16794	0.714028906955248	Fibronectin-III type domain
PF03742	0.714081354258099	PetN
PF04725	0.714081354258099	Photosystem II 10 kDa polypeptide PsbR
PF07443	0.714102193739654	HepA-related protein (HARP)
PF03936	0.714264070664689	Terpene synthase family, metal binding domain
PF06448	0.714576344303593	Domain of Unknown Function (DUF1081)
PF01541	0.714582017725456	GIY-YIG catalytic domain
PF15966	0.714623979405878	F-box
PF13423	0.714727801792203	Ubiquitin carboxyl-terminal hydrolase
PF14763	0.714740433206831	Hermansky-Pudlak syndrome 3, C-terminal
PF01218	0.714989764671407	Coproporphyrinogen III oxidase
PF02928	0.715234058392044	C5HC2 zinc finger
PF16869	0.715535793063738	PF16858
PF04560	0.71563283617654	RNA polymerase Rpb2, domain 7
PF00283	0.715902274057741	Cytochrome b559, alpha (gene psbE) and beta (gene psbF)subunits
PF01053	0.7161682110284	Cys/Met metabolism PLP-dependent enzyme
PF04506	0.71621440621493	Rft protein
PF16178	0.716328485346052	Dimerisation domain of Ca+-activated chloride-channel, anoctamin
PF01091	0.716599835330682	PTN/MK heparin-binding protein family, C-terminal domain
PF08934	0.716742842795682	Rb C-terminal domain
PF03474	0.716966697958191	DMRTA motif
PF14547	0.717045302962989	Hydrophobic seed protein
PF02774	0.717094012982717	Semialdehyde dehydrogenase, dimerisation domain
PF00977	0.717422478673682	Histidine biosynthesis protein
PF10272	0.717653046705158	Putative transmembrane protein precursor
PF01031	0.717675601518018	Dynamin central region
PF00072	0.717920609164817	Response regulator receiver domain
PF15008	0.718133663453841	Domain of unknown function (DUF4518)
PF13266	0.718270283914632	Protein of unknown function (DUF4057)
PF02854	0.718696078955756	MIF4G domain
PF04998	0.71877037043617	RNA polymerase Rpb1, domain 5
PF02115	0.718941193221275	RHO protein GDP dissociation inhibitor
PF08781	0.719371828774294	Transcription factor DP
PF04799	0.719719438251514	fzo-like conserved region
PF14788	0.71998827715237	EF hand
PF06702	0.7200407534354	Golgi casein kinase, C-terminal, Fam20
PF06391	0.720200648171767	CDK-activating kinase assembly factor MAT1
PF06068	0.720207018896918	TIP49 C-terminus
PF16574	0.720209204199109	Coiled-coil region of centrosome protein CE290
PF12066	0.720233402047639	Domain of unknown function (DUF3546)
PF03299	0.720451335263492	Transcription factor AP-2
PF10257	0.720518624669484	Retinoic acid induced 16-like protein
PF03766	0.720530315933808	Remorin, N-terminal region
PF04504	0.720530315933808	Protein of unknown function, DUF573
PF05633	0.720530315933808	Protein BYPASS1-related
PF13724	0.720530315933808	DNA-binding domain
PF02747	0.720650986200236	Proliferating cell nuclear antigen, C-terminal domain
PF06694	0.720751185438801	Plant nuclear matrix protein 1 (NMP1)
PF01256	0.720783591954122	Carbohydrate kinase
PF10579	0.720846852197487	Rapsyn N-terminal myristoylation and linker region
PF14857	0.72097029428505	TMEM151 family
PF03980	0.721131725902223	Nnf1
PF05753	0.721459110182548	Translocon-associated protein beta (TRAPB)
PF05670	0.721506687265819	Domain of unknown function (DUF814)
PF07228	0.72170245867121	Stage II sporulation protein E (SpoIIE)
PF15055	0.721857706222663	Domain of unknown function (DUF4536)
PF04959	0.721901667502252	Arsenite-resistance protein 2
PF03567	0.722013571272225	Sulfotransferase family
PF00630	0.722127982753703	Filamin/ABP280 repeat
PF04931	0.722381215527626	DNA polymerase phi
PF15247	0.722763450246878	Histone RNA hairpin-binding protein RNA-binding domain
PF03986	0.722907297937795	Autophagocytosis associated protein (Atg3), N-terminal domain
PF05011	0.722907297937795	Lariat debranching enzyme, C-terminal domain
PF07540	0.722907297937795	Nucleolar complex-associated protein
PF09384	0.722907297937795	UTP15 C terminal
PF09736	0.722907297937795	Pre-mRNA-splicing factor of RES complex
PF16837	0.722907297937795	Pre-mRNA-splicing factor SF3A3, of SF3a complex, Prp9
PF00899	0.723137214647036	ThiF family
PF12171	0.723174111806655	Zinc-finger double-stranded RNA-binding
PF00401	0.723274746074022	ATP synthase, Delta/Epsilon chain, long alpha-helix domain
PF10590	0.723317909645012	Pyridoxine 5'-phosphate oxidase C-terminal dimerisation region
PF08377	0.723529977230509	MAP2/Tau projection domain
PF05994	0.723721741019422	Cytoplasmic Fragile-X interacting family
PF06663	0.723786727237022	Protein of unknown function (DUF1170)
PF15130	0.723922836308417	Domain of unknown function (DUF4566)
PF10173	0.724018181289281	Mitochondrial K+-H+ exchange-related
PF08153	0.724300075229985	NGP1NT (NUC091) domain
PF12789	0.724424646538467	Phage tail repeat like
PF02535	0.724541366640236	ZIP Zinc transporter
PF06482	0.724643940944877	Collagenase NC10 and Endostatin
PF03098	0.724974858827868	Animal haem peroxidase
PF07474	0.725015665645753	G2F domain
PF17207	0.725064208753458	MCM OB domain
PF05681	0.725239245708357	Fumarate hydratase (Fumerase)
PF05683	0.725239245708357	Fumarase C-terminus
PF06552	0.725240690988152	Plant specific mitochondrial import receptor subunit TOM20
PF15048	0.72575331829998	Organic solute transporter subunit beta protein
PF04912	0.725798701732954	Dynamitin
PF04281	0.726003793068061	Mitochondrial import receptor subunit Tom22
PF15665	0.726054500664285	Family with sequence similarity 184, A and B
PF16014	0.72641371872257	Histone deacetylase complex subunit SAP130 C-terminus
PF03040	0.726449783496246	CemA family
PF07780	0.72681848120732	Spb1 C-terminal domain
PF00557	0.726823190164625	Metallopeptidase family M24
PF05142	0.726937868862938	Domain of unknown function (DUF702)
PF15366	0.726973006581895	Domain of unknown function (DUF4597)
PF13806	0.727174325679556	Rieske-like [2Fe-2S] domain
PF00421	0.727180411825145	Photosystem II protein
PF09320	0.727604529702057	Domain of unknown function (DUF1977)
PF01502	0.727788046640609	Phosphoribosyl-AMP cyclohydrolase
PF16040	0.727824822244334	Domain of unknown function (DUF4792)
PF04646	0.727970632694117	Protein of unknown function, DUF604
PF15038	0.727994890477565	Jiraiya
PF00463	0.728070795379606	Isocitrate lyase family
PF14927	0.728193040920768	Neurensin
PF02199	0.728225745767802	Saposin A-type domain
PF13299	0.728407308453122	Cleavage and polyadenylation factor 2 C-terminal
PF06427	0.728741351020665	UDP-glucose:Glycoprotein Glucosyltransferase
PF04597	0.728810892439413	Ribophorin I
PF15684	0.728814013734099	Active regulator of SIRT1, or 40S ribosomal protein S19-binding 1
PF02271	0.728836671248706	Ubiquinol-cytochrome C reductase complex 14kD subunit
PF01199	0.728882441333506	Ribosomal protein L34e
PF02788	0.728957295873305	Ribulose bisphosphate carboxylase large chain, N-terminal domain
PF11830	0.7291180855658	Domain of unknown function (DUF3350)
PF11820	0.729314544338258	Protein of unknown function (DUF3339)
PF00623	0.729709037942585	RNA polymerase Rpb1, domain 2
PF03484	0.729784393636076	tRNA synthetase B5 domain
PF09451	0.729827328211994	Autophagy-related protein 27
PF00203	0.729873668555226	Ribosomal protein S19
PF07885	0.729894278447353	Ion channel
PF02751	0.729952885390648	Transcription initiation factor IIA, gamma subunit
PF15902	0.730269362006965	Sortilin, neurotensin receptor 3,
PF14605	0.730339694260252	Nup53/35/40-type RNA recognition motif
PF00673	0.730458892770505	ribosomal L5P family C-terminus
PF12474	0.730533330301351	Polo kinase kinase
PF00781	0.730693173628771	Diacylglycerol kinase catalytic domain
PF00490	0.730884483343211	Delta-aminolevulinic acid dehydratase
PF06732	0.730984047999209	Pescadillo N-terminus
PF00347	0.731110016609188	Ribosomal protein L6
PF00292	0.731275434691533	'Paired box' domain
PF13888	0.731306695286046	Myelin gene regulatory factor C-terminal domain 2
PF02321	0.731373034914165	Outer membrane efflux protein
PF08668	0.731373034914165	HDOD domain
PF03767	0.731712751367295	HAD superfamily, subfamily IIIB (Acid phosphatase)
PF00177	0.731731576532117	Ribosomal protein S7p/S5e
PF13895	0.731879985422096	Immunoglobulin domain
PF15140	0.731914929750577	Domain of unknown function (DUF4573)
PF00769	0.732427201873334	Ezrin/radixin/moesin family
PF02529	0.732718634643138	Cytochrome B6-F complex subunit 5
PF08063	0.732725258680825	PADR1 (NUC008) domain
PF11875	0.73273269215857	Domain of unknown function (DUF3395)
PF13894	0.732747832992883	C2H2-type zinc finger
PF05934	0.732786992887067	Mid-1-related chloride channel (MCLC)
PF03481	0.732869443933769	Putative GTP-binding controlling metal-binding
PF08545	0.732884466456207	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III
PF11317	0.732884466456207	Protein of unknown function (DUF3119)
PF10381	0.732913468825185	Autophagocytosis associated protein C-terminal
PF01578	0.73305965994088	Cytochrome C assembly protein
PF00234	0.733430097122701	Protease inhibitor/seed storage/LTP family
PF04788	0.733430097122701	Protein of unknown function (DUF620)
PF01192	0.733543578286725	RNA polymerase Rpb6
PF02840	0.733543578286725	Prp18 domain
PF09439	0.733543578286725	Signal recognition particle receptor beta subunit
PF03179	0.733588400509994	Vacuolar (H+)-ATPase G subunit
PF07724	0.733657833913589	AAA domain (Cdc48 subfamily)
PF07575	0.733707174537972	Nup85 Nucleoporin
