ann_term	generic	annotation
PF03649	0.36315844747302	Uncharacterised protein family (UPF0014)
PF03650	1.11922160666729	Mitochondrial pyruvate carriers
PF03652	0.655338537729788	Holliday junction resolvase
PF03656	0.499758395733659	Pam16
PF03657	0.210818510677892	UPF0113 PUA domain
PF03659	1.14377120106535	Glycosyl hydrolase family 71
PF03660	0.354406355380797	PHF5-like protein
PF03661	0.696436755627797	Uncharacterised protein family (UPF0121)
PF03662	1.67807688411035	Glycosyl hydrolase family 79, N-terminal domain
PF03663	2.11013198753796	Glycosyl hydrolase family 76
PF03664	0.556472672957794	Glycosyl hydrolase family 62
PF03665	0.712890286360021	Uncharacterised protein family (UPF0172)
PF03666	0.971079383512041	Nitrogen Permease regulator of amino acid transport activity 3
PF03668	0.147441956154897	P-loop ATPase protein family
PF03669	0.697822700790918	Uncharacterised protein family (UPF0139)
PF03670	0.536584294695633	Uncharacterised protein family (UPF0184)
PF03671	0.499758395733659	Ubiquitin fold modifier 1 protein
PF03676	0.693656557879946	Uncharacterised protein family (UPF0183)
PF03690	0.419914875201461	Uncharacterised protein family (UPF0160)
PF03692	0.583592075121765	Putative zinc- or iron-chelating domain
PF03694	0.706423255863736	Erg28 like protein
PF03700	1.08235741995935	Sorting nexin, N-terminal domain
PF03702	0.529332822253614	Anhydro-N-acetylmuramic acid kinase
PF03703	0.52428925895267	Bacterial PH domain
PF03704	0.147441956154897	Bacterial transcriptional activator domain
PF03707	1.58754207978008	Bacterial signalling protein N terminal repeat
PF03708	2.21162934232346	Avian retrovirus envelope protein, gp85
PF03711	0.314696387689978	Orn/Lys/Arg decarboxylase, C-terminal domain
PF03712	5.33645741834204	Copper type II ascorbate-dependent monooxygenase, C-terminal domain
PF03714	0.249637418228338	Bacterial pullanase-associated domain
PF03715	0.453115889880101	Noc2p family
PF03716	0.147441956154897	WCCH motif
PF03717	0.206184570942362	Penicillin-binding Protein dimerisation domain
PF03719	1.1682184297112	Ribosomal protein S5, C-terminal domain
PF03720	1.24256241398853	UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain
PF03721	1.25878555075991	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain
PF03722	3.07270986162374	Hemocyanin, all-alpha domain
PF03723	2.98595747273559	Hemocyanin, ig-like domain
PF03725	1.98460256550151	3' exoribonuclease family, domain 2
PF03726	0.54062050590129	Polyribonucleotide nucleotidyltransferase, RNA binding domain
PF03727	3.80439613495898	Hexokinase
PF03730	0.609506016821051	Ku70/Ku80 C-terminal arm
PF03731	0.499274836456676	Ku70/Ku80 N-terminal alpha/beta domain
PF03732	29.2662028288489	Retrotransposon gag protein
PF03733	0.714244305217922	Inner membrane component domain
PF03734	0.147441956154897	L,D-transpeptidase catalytic domain
PF03735	2.40811831445739	ENT domain
PF03736	13.0858923925785	EPTP domain
PF03737	0.939729635288583	Aldolase/RraA
PF03738	1.50361882311222	Glutathionylspermidine synthase preATP-grasp
PF03739	0.294883912309794	Lipopolysaccharide export system permease LptF/LptG
PF03740	0.147441956154897	Pyridoxal phosphate biosynthesis protein PdxJ
PF03741	0.467287371884481	Integral membrane protein TerC family
PF03742	0.249637418228338	PetN
PF03745	0.314696387689978	Domain of unknown function (DUF309)
PF03746	0.206184570942362	LamB/YcsF family
PF03747	2.55149856506647	ADP-ribosylglycohydrolase
PF03749	0.612273817056666	Sugar fermentation stimulation protein RE domain
PF03754	4.05499632171006	Domain of unknown function (DUF313)
PF03759	3.64804229147449	PRONE (Plant-specific Rop nucleotide exchanger)
PF03760	1.62899453295761	Late embryogenesis abundant (LEA) group 1
PF03761	6.27316961390579	Chymotrypsin family Peptidase-S1
PF03762	2.70167241101232	Vitelline membrane outer layer protein I (VOMI)
PF03763	5.71530701708289	Remorin, C-terminal region
PF03764	1.83471621099265	Elongation factor G, domain IV
PF03765	5.26972943415302	CRAL/TRIO, N-terminal domain
PF03766	1.0158169411715	Remorin, N-terminal region
PF03767	2.87484509139482	HAD superfamily, subfamily IIIB (Acid phosphatase)
PF03768	0.589767824619589	Attacin, N-terminal region
PF03769	0.748589656240288	Attacin, C-terminal region
PF03770	2.49985506826273	Inositol polyphosphate kinase
PF03775	0.340502612303499	Septum formation inhibitor MinC, C-terminal domain
PF03776	0.559934433704795	Septum formation topological specificity factor MinE
PF03781	1.28612063205332	Sulfatase-modifying factor enzyme 1
PF03782	2.03934724803493	AMOP domain
PF03789	2.80070729506977	ELK domain
PF03790	3.17789770389563	KNOX1 domain
PF03791	3.24022126041188	KNOX2 domain
PF03792	2.16080589725312	PBC domain
PF03795	0.668475806130366	YCII-related domain
PF03796	0.419914875201461	DnaB-like helicase C terminal domain
PF03798	6.46297519020294	TLC domain
PF03800	0.400482800417136	Nuf2 family
PF03801	0.463133623939343	HEC/Ndc80p family
PF03803	3.07553852163611	Scramblase
PF03807	2.44682580535255	NADP oxidoreductase coenzyme F420-dependent
PF03810	3.88580968502223	Importin-beta N-terminal domain
PF03813	0.298142396999972	Nrap protein domain 1
PF03815	6.08681159247753	LCCL domain
PF03819	0.206184570942362	MazG nucleotide pyrophosphohydrolase domain
PF03820	2.11242013827262	Tricarboxylate carrier
PF03821	1.80016102339344	Golgi 4-transmembrane spanning transporter
PF03822	8.66655518322946	NAF domain
PF03823	0.40108548367822	Neurokinin B
PF03824	0.284884924644768	High-affinity nickel-transport protein
PF03825	0.206184570942362	Nucleoside H+ symporter
PF03826	6.94258719125749	OAR domain
PF03827	0.443961089821352	Orexin receptor type 2
PF03828	3.14980253962805	Cid1 family poly A polymerase
PF03831	0.206184570942362	PhnA domain
PF03832	1.56671291945292	WSK motif
PF03834	0.249637418228338	Binding domain of DNA repair protein Ercc1 (rad10/Swi10)
PF03835	0.770532158162971	Rad4 transglutaminase-like domain
PF03836	1.26031972019065	RasGAP C-terminus
PF03839	0.493924440230492	Translocation protein Sec62
PF03840	0.147441956154897	Preprotein translocase SecG subunit
PF03842	0.147441956154897	Silicon transporter
PF03847	0.603131922502887	Transcription initiation factor TFIID subunit A
PF03849	0.469864817644292	Transcription factor Tfb2
PF03850	0.206184570942362	Transcription factor Tfb4
PF03851	0.340502612303499	UV-endonuclease UvdE
PF03852	0.147441956154897	DNA mismatch endonuclease Vsr
PF03853	0.926267247878685	YjeF-related protein N-terminus
PF03855	0.442325868464691	M-factor
PF03856	1.01890345529286	Beta-glucosidase (SUN family)
PF03859	1.77910578418045	CG-1 domain
PF03860	0.147441956154897	Domain of Unknown Function (DUF326)
PF03867	0.206184570942362	Fushi tarazu (FTZ), N-terminal region
PF03868	0.682422510686589	Ribosomal protein L6, N-terminal domain
PF03870	0.593035261393485	RNA polymerase Rpb8
PF03871	0.860569410416689	RNA polymerase Rpb5, N-terminal domain
PF03874	0.550800910050154	RNA polymerase Rpb4
PF03875	0.206184570942362	Statherin
PF03876	0.988826464946088	SHS2 domain found in N terminus of Rpb7p/Rpc25p/MJ0397
PF03878	0.620113749889431	YIF1
PF03879	0.314696387689978	Cgr1 family
PF03880	0.147441956154897	DbpA RNA binding domain
PF03881	0.774284772039694	Fructosamine kinase
PF03883	0.437383524868149	Peroxide stress protein YaaA
PF03888	0.147441956154897	MucB/RseB N-terminal domain
PF03891	0.147441956154897	Domain of unknown function (DUF333)
PF03893	1.89800301868495	Lipase 3 N-terminal region
PF03894	0.3787852437326	D-xylulose 5-phosphate/D-fructose 6-phosphate phosphoketolase
PF03896	2.71771785477526	Translocon-associated protein (TRAP), alpha subunit
PF03900	0.471404520791032	Porphobilinogen deaminase, C-terminal domain
PF03901	1.54184781544429	Alg9-like mannosyltransferase family
PF03902	0.249637418228338	Gal4-like dimerisation domain
PF03907	0.437383524868149	Spo7-like protein
PF03908	0.924178705767038	Sec20
PF03909	2.32191824744673	BSD domain
PF03911	0.990047088130143	Sec61beta family
PF03912	0.383223046516833	Psb28 protein
PF03914	0.412369141884724	CBF/Mak21 family
PF03915	1.28612063205332	Actin interacting protein 3
PF03917	0.974307632279888	Eukaryotic glutathione synthase, ATP binding domain
PF03918	0.36315844747302	Cytochrome C biogenesis protein
PF03919	1.85787266012933	mRNA capping enzyme, C-terminal domain
PF03920	3.02557536349588	Groucho/TLE N-terminal Q-rich domain
PF03921	2.17017553109162	Intercellular adhesion molecule (ICAM), N-terminal domain
PF03922	0.147441956154897	OmpW family
PF03923	0.147441956154897	Uncharacterized lipoprotein
PF03924	0.930430267721223	CHASE domain
PF03928	0.284884924644768	Haem-degrading
PF03931	5.03091889494715	Skp1 family, tetramerisation domain
PF03932	0.531609533071195	CutC family
PF03935	14.5607672197926	Beta-glucan synthesis-associated protein (SKN1)
PF03936	13.9252837159624	Terpene synthase family, metal binding domain
PF03937	0.294883912309794	Flavinator of succinate dehydrogenase
PF03939	0.673874083336966	Ribosomal protein L23, N-terminal domain
PF03940	0.442325868464691	Male specific sperm protein
PF03941	0.676735557284198	Inner centromere protein, ARK binding region
PF03942	0.970332877789785	DTW domain
PF03943	2.13414839502334	TAP C-terminal domain
PF03944	0.147441956154897	delta endotoxin
PF03945	1.03209369308428	delta endotoxin, N-terminal domain
PF03946	1.08235741995935	Ribosomal protein L11, N-terminal domain
PF03947	0.926267247878685	Ribosomal Proteins L2, C-terminal domain
PF03948	0.649042401270782	Ribosomal protein L9, C-terminal domain
PF03949	1.92767788517312	Malic enzyme, NAD binding domain
PF03950	0.581934139740202	tRNA synthetases class I (E and Q), anti-codon binding domain
PF03951	1.29808480254156	Glutamine synthetase, beta-Grasp domain
PF03952	1.48551785079283	Enolase, N-terminal domain
PF03953	7.92248070260141	Tubulin C-terminal domain
PF03954	1.43540463752558	Hepatic lectin, N-terminal domain
PF03957	1.83629536739831	Jun-like transcription factor
PF03959	2.66231529036551	Serine hydrolase (FSH1)
PF03960	0.433500525160016	ArsC family
PF03962	0.433500525160016	Mnd1 HTH domain
PF03964	0.595068298763458	Chorion family 2
PF03966	0.747621025699273	Trm112p-like protein
PF03969	1.12008453787233	AFG1-like ATPase
PF03971	0.206184570942362	Monomeric isocitrate dehydrogenase
PF03972	0.953001867986875	MmgE/PrpD family
PF03976	0.206184570942362	Polyphosphate kinase 2 (PPK2)
PF03979	0.147441956154897	Sigma-70 factor, region 1.1
PF03980	0.452582498418129	Nnf1
PF03981	0.294883912309794	Ubiquinol-cytochrome C chaperone
PF03982	3.75718313644317	Diacylglycerol acyltransferase
PF03983	0.340502612303499	SLA1 homology domain 1, SHD1
PF03985	0.340502612303499	Paf1
PF03986	0.206184570942362	Autophagocytosis associated protein (Atg3), N-terminal domain
PF03987	0.41933925481407	Autophagocytosis associated protein, active-site domain
PF03988	0.729303817329249	Repeat of Unknown Function (DUF347)
PF03989	2.29397446380288	DNA gyrase C-terminal domain, beta-propeller
PF03992	2.01779522859508	Antibiotic biosynthesis monooxygenase
PF03993	0.589767824619589	Domain of Unknown Function (DUF349)
PF03995	0.147441956154897	Peptidase inhibitor family I36
PF03997	0.332607906285571	VPS28 protein
PF03998	0.147441956154897	Utp11 protein
PF03999	2.58385922650896	Microtubule associated protein (MAP65/ASE1 family)
PF04000	0.751488056802574	Sas10/Utp3/C1D family
PF04001	0.32674651493804	Transcription factor Vhr1
PF04002	0.147441956154897	RadC-like JAB domain
PF04003	0.556472672957794	Dip2/Utp12 Family
PF04004	0.437383524868149	Leo1-like protein
PF04005	0.419914875201461	Hus1-like protein
PF04006	0.700931057826722	Mpp10 protein
PF04011	0.147441956154897	LemA family
PF04012	0.612273817056666	PspA/IM30 family
PF04030	2.07072999333907	D-arabinono-1,4-lactone oxidase
PF04031	0.210818510677892	Las1-like
PF04032	0.596284793999944	RNAse P Rpr2/Rpp21/SNM1 subunit domain
PF04034	0.206184570942362	Ribosome biogenesis protein, C-terminal
PF04037	0.210818510677892	Domain of unknown function (DUF382)
PF04039	0.147441956154897	Domain related to MnhB subunit of Na+/H+ antiporter
PF04041	0.147441956154897	beta-1,4-mannooligosaccharide phosphorylase
PF04042	0.467287371884481	DNA polymerase alpha/epsilon subunit B
PF04043	25.0610847932505	Plant invertase/pectin methylesterase inhibitor
PF04045	0.452582498418129	Arp2/3 complex, 34 kD subunit p34-Arc
PF04046	0.634362245832141	PSP
PF04048	0.206184570942362	Sec8 exocyst complex component specific domain
PF04049	0.393792412024554	Anaphase promoting complex subunit 8 / Cdc23
PF04050	0.365148371670111	Up-frameshift suppressor 2
PF04051	1.00361664833321	Transport protein particle (TRAPP) component
PF04052	0.147441956154897	TolB amino-terminal domain
PF04053	0.85832102143977	Coatomer WD associated region
PF04054	0.400482800417136	CCR4-Not complex component, Not1
PF04055	3.86642927807025	Radical SAM superfamily
PF04056	0.581518917325765	Ssl1-like
PF04057	1.96490955649806	Replication factor-A protein 1, N-terminal domain
PF04059	2.68012906171319	RNA recognition motif 2
PF04061	1.07609061630178	ORMDL family
PF04062	0.249637418228338	ARP2/3 complex ARPC3 (21 kDa) subunit
PF04063	0.257261685602864	Domain of unknown function (DUF383)
PF04064	0.41933925481407	Domain of unknown function (DUF384)
PF04065	0.463133623939343	Not1 N-terminal domain, CCR4-Not complex component
PF04068	0.783895881876661	Possible Fer4-like domain in RNase L inhibitor, RLI
PF04069	2.50757307078259	Substrate binding domain of ABC-type glycine betaine transport system
PF04072	1.48291396123481	Leucine carboxyl methyltransferase
PF04073	1.11207687497107	Aminoacyl-tRNA editing domain
PF04078	1.06956128980859	Cell differentiation family, Rcd1-like
PF04080	0.697822700790918	Per1-like family
PF04081	0.604332186222402	DNA polymerase delta, subunit 4
PF04082	30.2158818654729	Fungal specific transcription factor domain
PF04083	3.59421166431844	Partial alpha/beta-hydrolase lipase region
PF04084	0.284884924644768	Origin recognition complex subunit 2
PF04086	0.362492711904081	Signal recognition particle, alpha subunit, N-terminal
PF04087	0.620503146317061	Domain of unknown function (DUF389)
PF04088	0.49147318718299	Peroxin 13, N-terminal region
PF04089	5.00304255254827	BRICHOS domain
PF04090	0.284884924644768	RNA polymerase I specific initiation factor
PF04091	0.835504418211084	Exocyst complex subunit Sec15-like
PF04095	0.842414289853153	Nicotinate phosphoribosyltransferase (NAPRTase) family
PF04096	0.804876442043449	Nucleoporin autopeptidase
PF04097	0.354406355380797	Nup93/Nic96
PF04098	0.952241190573142	Rad52/22 family double-strand break repair protein
PF04099	0.556472672957794	Sybindin-like family
PF04100	1.81419523420885	Vps53-like, N-terminal
PF04101	1.4554578276002	Glycosyltransferase family 28 C-terminal domain
PF04103	10.0043468813181	CD20-like family
PF04104	0.583592075121765	Eukaryotic and archaeal DNA primase, large subunit
PF04106	0.332607906285571	Autophagy protein Apg5
PF04107	0.453115889880101	Glutamate-cysteine ligase family 2(GCS2)
PF04108	0.888194172964949	Autophagy protein Apg17
PF04109	0.580271467371446	Autophagy protein Apg9
PF04110	0.32674651493804	Ubiquitin-like autophagy protein Apg12
PF04111	0.678517850487334	Apg6 BARA domain
PF04112	0.559934433704795	Mak10 subunit, NatC N(alpha)-terminal acetyltransferase
PF04113	0.433500525160016	Gpi16 subunit, GPI transamidase component
PF04114	0.433500525160016	Gaa1-like, GPI transamidase component
PF04115	0.383223046516833	Ureidoglycolate lyase
PF04116	5.96219976912519	Fatty acid hydroxylase superfamily
PF04117	2.57336787541584	Mpv17 / PMP22 family
PF04118	0.74503185419693	Dopey, N-terminal
PF04119	0.314696387689978	Heat shock protein 9/12
PF04120	0.708812710761593	Low affinity iron permease
PF04121	0.665578822591378	Nuclear pore protein 84 / 107
PF04124	0.797338568156923	Dor1-like family
PF04127	0.881643173846618	DNA / pantothenate metabolism flavoprotein
PF04129	0.593035261393485	Vps52 / Sac2 family
PF04130	1.4785094988414	Gamma tubulin complex component C-terminal
PF04133	0.800965600834272	Vacuolar protein sorting 55
PF04134	1.26872449166428	Protein of unknown function, DUF393
PF04135	0.354406355380797	Nucleolar RNA-binding protein, Nop10p family
PF04136	0.294883912309794	Sec34-like family
PF04137	0.781426912336446	Endoplasmic Reticulum Oxidoreductin 1 (ERO1)
PF04138	0.147441956154897	GtrA-like protein
PF04139	0.678517850487334	Rad9
PF04140	0.542404736843922	Isoprenylcysteine carboxyl methyltransferase (ICMT) family
PF04142	2.37458361465651	Nucleotide-sugar transporter
PF04143	0.848983478555327	Sulphur transport
PF04144	2.72729980955665	SCAMP family
PF04145	3.09409598294733	Ctr copper transporter family
PF04146	3.52992726177608	YT521-B-like domain
PF04147	0.574834569775249	Nop14-like family
PF04148	0.518731265303977	Transmembrane adaptor Erv26
PF04149	1.32697760539407	Domain of unknown function (DUF397)
PF04152	0.294883912309794	Mre11 DNA-binding presumed domain
PF04153	0.887922179642703	NOT2 / NOT3 / NOT5 family
PF04155	9.24818822836378	Ground-like domain
PF04157	0.383223046516833	EAP30/Vps36 family
PF04158	0.210818510677892	Sof1-like domain
PF04161	0.665215812571143	Arv1-like family
PF04163	0.314696387689978	Tht1-like nuclear fusion protein
PF04166	0.206184570942362	Pyridoxal phosphate biosynthetic protein PdxA
PF04172	0.544183117801796	LrgB-like family
PF04176	0.340502612303499	TIP41-like family
PF04177	0.607521296420022	TAP42-like family
PF04178	1.91258228960031	Got1/Sft2-like family
PF04179	0.510753918455249	Rit1 DUSP-like domain
PF04180	0.706423255863736	Low temperature viability protein
PF04181	0.442325868464691	Rtr1/RPAP2 family
PF04182	0.533423905352893	B-block binding subunit of TFIIIC
PF04183	0.442325868464691	IucA / IucC family
PF04184	1.29882890395122	ST7 protein
PF04185	1.65546963431678	Phosphoesterase family
PF04186	0.147441956154897	FxsA cytoplasmic membrane protein
PF04187	0.574834569775249	Haem-binding uptake, Tiki superfamily, ChaN
PF04188	0.354406355380797	Mannosyltransferase (PIG-V)
PF04189	0.284884924644768	Gcd10p family
PF04190	0.332607906285571	Protein of unknown function (DUF410)
PF04191	1.2276996280897	Phospholipid methyltransferase
PF04192	0.332607906285571	Utp21 specific WD40 associated putative domain
PF04193	2.9198636722858	PQ loop repeat
PF04194	0.508858721127616	Programmed cell death protein 2, C-terminal putative domain
PF04195	2.9262265688711	Putative gypsy type transposon
PF04199	1.75889732695325	Putative cyclase
PF04201	2.22295881512002	Tumour protein D52 family
PF04203	0.147441956154897	Sortase domain
PF04209	0.611089151998971	homogentisate 1,2-dioxygenase
PF04212	3.71164768026485	MIT (microtubule interacting and transport) domain
PF04218	4.37521566066116	CENP-B N-terminal DNA-binding domain
PF04227	0.566794529479019	Indigoidine synthase A like protein
PF04229	0.206184570942362	GrpB protein
PF04230	0.32674651493804	Polysaccharide pyruvyl transferase
PF04231	0.206184570942362	Endonuclease I
PF04232	1.78086989545589	Stage V sporulation protein S (SpoVS)
PF04236	0.589767824619589	Tc5 transposase C-terminal domain
PF04241	0.542404736843922	Protein of unknown function (DUF423)
PF04248	0.32674651493804	Domain of unknown function (DUF427)
PF04252	0.314696387689978	Predicted SAM-dependent RNA methyltransferase
PF04253	2.80992031451304	Transferrin receptor-like dimerisation domain
PF04258	1.87650100949809	Signal peptide peptidase
PF04261	0.581934139740202	Dyp-type peroxidase family
PF04262	0.147441956154897	Glutamate-cysteine ligase
PF04263	0.603131922502887	Thiamin pyrophosphokinase, catalytic domain
PF04265	0.603131922502887	Thiamin pyrophosphokinase, vitamin B1 binding domain
PF04266	0.788810637746616	ASCH domain
PF04272	0.455243206222338	Phospholamban
PF04275	0.585245313774221	Phosphomevalonate kinase
PF04278	0.899812111359251	Tic22-like family
PF04280	0.696436755627797	Tim44-like domain
PF04281	0.469864817644292	Mitochondrial import receptor subunit Tom22
PF04286	0.314696387689978	Protein of unknown function (DUF445)
PF04296	0.294883912309794	Protein of unknown function (DUF448)
PF04299	0.437383524868149	Putative FMN-binding domain
PF04300	2.84112313642484	F-box associated region
PF04303	0.604731744736282	PrpF protein
PF04305	0.920249913546121	Protein of unknown function (DUF455)
PF04307	0.284884924644768	LexA-binding, inner membrane-associated putative hydrolase
PF04314	0.147441956154897	Copper chaperone PCu(A)C
PF04318	0.442325868464691	Protein of unknown function (DUF468)
PF04321	1.25263008330627	RmlD substrate binding domain
PF04324	0.36315844747302	BFD-like [2Fe-2S] binding domain
PF04325	0.206184570942362	Protein of unknown function (DUF465)
PF04326	2.69773567603977	Putative DNA-binding domain
PF04339	0.437383524868149	Peptidogalycan biosysnthesis/recognition
PF04345	0.147441956154897	Chorismate lyase
PF04357	0.383223046516833	TamB, inner membrane protein subunit of TAM complex
PF04358	0.147441956154897	DsrC like protein
PF04359	0.688413424824255	Protein of unknown function (DUF493)
PF04360	0.49147318718299	Serglycin
PF04361	0.147441956154897	Protein of unknown function (DUF494)
PF04366	2.16527268423666	Las17-binding protein actin regulator
PF04367	1.41010843451894	Protein of unknown function (DUF502)
PF04370	0.32674651493804	Domain of unknown function (DUF508)
PF04371	0.906231779760202	Porphyromonas-type peptidyl-arginine deiminase
PF04376	0.493924440230492	Arginine-tRNA-protein transferase, N terminus
PF04377	0.594662247335239	Arginine-tRNA-protein transferase, C terminus
PF04379	0.861691404909371	ApaG domain
PF04382	2.18956682897571	SAB domain
PF04383	0.67279789300422	KilA-N domain
PF04386	0.206184570942362	Stringent starvation protein B
PF04387	1.4059913208135	Protein tyrosine phosphatase-like protein, PTPLA
PF04388	1.33043162514229	Hamartin protein
PF04389	4.78160727328605	Peptidase family M28
PF04397	0.147441956154897	LytTr DNA-binding domain
PF04398	10.6054629984093	Protein of unknown function, DUF538
PF04399	0.569769849289536	Glutaredoxin 2, C terminal domain
PF04402	0.54062050590129	Protein of unknown function (DUF541)
PF04403	0.147441956154897	Paraquat-inducible protein A
PF04406	0.824738283769449	Type IIB DNA topoisomerase
PF04408	4.19298931793176	Helicase associated domain (HA2)
PF04410	0.594662247335239	Gar1/Naf1 RNA binding region
PF04412	0.147441956154897	Protein of unknown function (DUF521)
PF04413	0.41702882811415	3-Deoxy-D-manno-octulosonic-acid transferase (kdotransferase)
PF04414	0.400482800417136	D-aminoacyl-tRNA deacylase
PF04417	0.340502612303499	Protein of unknown function (DUF501)
PF04418	0.596284793999944	Domain of unknown function (DUF543)
PF04419	1.24721912892465	4F5 protein family
PF04420	0.41933925481407	CHD5-like protein
PF04421	0.627855794391295	Mss4 protein
PF04422	0.383223046516833	Coenzyme F420 hydrogenase/dehydrogenase, beta subunit N-term
PF04423	0.497821340398864	Rad50 zinc hook motif
PF04424	0.776776443072315	MINDY deubiquitinase
PF04425	0.463133623939343	Bul1 N terminus
PF04426	0.463133623939343	Bul1 C terminus
PF04427	0.647552060839578	Brix domain
PF04428	0.419914875201461	Choline kinase N terminus
PF04430	0.643060316026661	Protein of unknown function (DUF498/DUF598)
PF04431	1.1638682794804	Pectate lyase, N terminus
PF04432	0.383223046516833	Coenzyme F420 hydrogenase/dehydrogenase, beta subunit C terminus
PF04433	2.52293824563828	SWIRM domain
PF04434	19.3905201201876	SWIM zinc finger
PF04435	10.9695229970409	Domain of unknown function (DUF545)
PF04437	0.565087313162828	RINT-1 / TIP-1 family
PF04438	1.76834757332845	HIT zinc finger
PF04440	1.59103770105663	Dysbindin (Dystrobrevin binding protein 1)
PF04442	0.257261685602864	Cytochrome c oxidase assembly protein CtaG/Cox11
PF04444	0.867001050320032	Catechol dioxygenase N terminus
PF04445	0.147441956154897	Putative SAM-dependent methyltransferase
PF04446	0.916831342257085	tRNAHis guanylyltransferase
PF04450	1.20566296634084	Peptidase of plants and bacteria
PF04451	0.147441956154897	Large eukaryotic DNA virus major capsid protein
PF04452	0.544183117801796	RNA methyltransferase
PF04455	0.40108548367822	LOR/SDH bifunctional enzyme conserved region
PF04457	0.874767049736299	MJ1316 RNA cyclic group end recognition domain
PF04468	0.583592075121765	PSP1 C-terminal conserved region
PF04471	0.40108548367822	Restriction endonuclease
PF04478	0.32674651493804	Mid2 like cell wall stress sensor
PF04479	3.01822163463003	RTA1 like protein
PF04481	0.206184570942362	Protein of unknown function (DUF561)
PF04483	1.0430353327256	Protein of unknown function (DUF565)
PF04484	2.72836239393835	QWRF family
PF04487	1.48811718410318	CITED
PF04488	7.12853014505694	Glycosyltransferase sugar-binding region containing DXD motif
PF04493	0.653493029876079	Endonuclease V
PF04494	0.809663853432741	WD40 associated region in TFIID subunit, NTD2 domain
PF04495	1.22316608263166	GRASP55/65 PDZ-like domain
PF04499	2.36816649760663	SIT4 phosphatase-associated protein
PF04500	5.3570577402946	FLYWCH zinc finger domain
PF04502	0.854654773934304	Family of unknown function (DUF572)
PF04503	2.09450627159222	Single-stranded DNA binding protein, SSDP
PF04504	4.69864817644292	Protein of unknown function, DUF573
PF04505	8.26739127259054	Interferon-induced transmembrane protein
PF04506	0.284884924644768	Rft protein
PF04508	0.294883912309794	Viral A-type inclusion protein repeat
PF04510	3.53860694771753	Family of unknown function (DUF577)
PF04511	0.908627462018565	Der1-like family
PF04515	3.40055408954806	Plasma-membrane choline transporter
PF04516	2.83422833264116	CP2 transcription factor
PF04519	0.81412648425607	Polymer-forming cytoskeletal
PF04520	4.83905208907415	Senescence regulator
PF04525	6.05131039428013	LURP-one-related
PF04526	2.68184088480301	Protein of unknown function (DUF568)
PF04527	1.81419523420885	Drosophila Retinin like protein
PF04535	10.9629371218741	Domain of unknown function (DUF588)
PF04536	0.662304569662002	TPM domain
PF04538	4.97729142724141	Brain expressed X-linked like family
PF04539	2.21413989145609	Sigma-70 region 3
PF04542	2.02174172770079	Sigma-70 region 2
PF04545	1.84587279540373	Sigma-70, region 4
PF04546	0.206184570942362	Sigma-70, non-essential region
PF04547	7.99891296962607	Calcium-activated chloride channel
PF04548	43.552982892571	AIG1 family
PF04549	0.467287371884481	CD47 transmembrane region
PF04551	0.467287371884481	GcpE protein
PF04552	0.147441956154897	Sigma-54, DNA binding domain
PF04553	0.977030896123903	Tis11B like protein, N terminus
PF04554	33.7589422757124	Extensin-like region
PF04557	0.54195922979804	Glutaminyl-tRNA synthetase, non-specific RNA binding region part 2
PF04558	0.556038437485533	Glutaminyl-tRNA synthetase, non-specific RNA binding region part 1
PF04560	0.883832235376067	RNA polymerase Rpb2, domain 7
PF04561	0.905164996836259	RNA polymerase Rpb2, domain 2
PF04562	2.35907129847835	Dictyostelium spore coat protein, N terminus
PF04563	0.990047088130143	RNA polymerase beta subunit
PF04564	18.1739448258049	U-box domain
PF04565	0.870615307982092	RNA polymerase Rpb2, domain 3
PF04566	0.860569410416689	RNA polymerase Rpb2, domain 4
PF04567	0.860569410416689	RNA polymerase Rpb2, domain 5
PF04568	0.646432050671427	Mitochondrial ATPase inhibitor, IATP
PF04570	7.64113581359075	zinc-finger of the FCS-type, C2-C2
PF04571	1.1431374742454	lipin, N-terminal conserved region
PF04572	5.54507223460223	Alpha 1,4-glycosyltransferase conserved region
PF04573	0.581934139740202	Signal peptidase subunit
PF04574	0.354406355380797	Protein of unknown function (DUF592)
PF04576	4.19828582456391	Zein-binding
PF04577	6.36657940603377	Protein of unknown function (DUF563)
PF04578	12.6902145724066	Protein of unknown function, DUF594
PF04579	1.00168939422961	Keratin, high-sulphur matrix protein
PF04587	0.787891456267869	ADP-specific Phosphofructokinase/Glucokinase conserved region
PF04588	1.82415356587214	Hypoxia induced protein conserved region
PF04589	1.83576913286468	RFX1 transcription activation region
PF04592	0.691214711777591	Selenoprotein P, N terminal region
PF04593	0.41702882811415	Selenoprotein P, C terminal region
PF04597	0.3787852437326	Ribophorin I
PF04598	2.60471515962915	Gasdermin pore forming domain
PF04601	4.47148777238077	Domain of unknown function (DUF569)
PF04603	0.512642109436154	Ran-interacting Mog1 protein
PF04607	1.78844925134533	Region found in RelA / SpoT proteins
PF04614	0.589767824619589	Pex19 protein family
PF04615	0.585245313774221	Utp14 protein
PF04616	2.8815588910366	Glycosyl hydrolases family 43
PF04617	1.94712720381235	Hox9 activation region
PF04618	0.953001867986875	HD-ZIP protein N terminus
PF04621	2.1647148399187	PEA3 subfamily ETS-domain transcription factor N terminal domain
