ann_term	cv	annotation
PF04801	0.445169099214276	Sin-like protein conserved region
PF04802	0.781975585492468	Component of IIS longevity pathway SMK-1
PF04803	4.83179942541627	Cor1/Xlr/Xmr conserved region
PF04810	0.413023270759113	Sec23/Sec24 zinc finger
PF04811	0.429350701830494	Sec23/Sec24 trunk domain
PF04812	1.72403629206686	Hepatocyte nuclear factor 1 (HNF-1), beta isoform C terminus
PF04813	1.89196867166067	Hepatocyte nuclear factor 1 (HNF-1), alpha isoform C terminus
PF04814	1.51458298509471	Hepatocyte nuclear factor 1 (HNF-1), N terminus
PF04815	0.426026515826714	Sec23/Sec24 helical domain
PF04816	6.70820393249937	tRNA (adenine(22)-N(1))-methyltransferase
PF04818	0.504034913811903	RNA polymerase II-binding domain.
PF04819	1.24318004707854	Family of unknown function (DUF716)
PF04820	6.70820393249937	Tryptophan halogenase
PF04821	1.02985730108887	Timeless protein
PF04822	4.59898672387936	Takusan
PF04824	0.622399043606709	Conserved region of Rad21 / Rec8 like protein
PF04825	0.466072839597706	N terminus of Rad21 / Rec8 like protein
PF04826	1.81499436513025	Armadillo-like
PF04827	3.95478662490062	Plant transposon protein
PF04828	1.59741460022082	Glutathione-dependent formaldehyde-activating enzyme
PF04831	1.32142839961458	Popeye protein conserved region
PF04832	2.39485903865345	SOUL heme-binding protein
PF04833	2.87581700157945	COBRA-like protein
PF04836	0.869973957117965	Interferon-related protein conserved region
PF04839	2.48361105321191	Plastid and cyanobacterial ribosomal protein (PSRP-3 / Ycf65)
PF04840	0.473271301706308	Vps16, C-terminal region
PF04841	0.445169099214276	Vps16, N-terminal region
PF04842	2.87153941925993	Plant protein of unknown function (DUF639)
PF04843	6.20195356961117	Herpesvirus tegument protein, N-terminal conserved region
PF04844	3.01281638096398	Transcriptional repressor, ovate
PF04845	0.988168940494785	PurA ssDNA and RNA-binding protein
PF04847	0.962793719681671	Calcipressin
PF04849	1.35274576766882	HAP1 N-terminal conserved region
PF04851	0.362219441445554	Type III restriction enzyme, res subunit
PF04852	2.5866646399232	Protein of unknown function (DUF640)
PF04855	0.524512760915915	SNF5 / SMARCB1 / INI1
PF04856	1.71241083045884	Securin sister-chromatid separation inhibitor
PF04857	0.636120524065321	CAF1 family ribonuclease
PF04858	0.995372817317484	TH1 protein
PF04859	2.95465925821543	Plant protein of unknown function (DUF641)
PF04862	2.81084699791895	Protein of unknown function (DUF642)
PF04863	3.69851014230423	Alliinase EGF-like domain
PF04864	3.00886264855507	Allinase
PF04868	2.00159590722195	Retinal cGMP phosphodiesterase, gamma subunit
PF04869	0.421202889164409	Uso1 / p115 like vesicle tethering protein, head region
PF04870	4.69877904384117	Moulting cycle
PF04871	0.715096941934194	Uso1 / p115 like vesicle tethering protein, C terminal region
PF04873	2.89548586317364	Ethylene insensitive 3
PF04874	0.343994303938304	Mak16 protein C-terminal region
PF04879	4.68920423564984	Molybdopterin oxidoreductase Fe4S4 domain
PF04880	1.17183815376865	NUDE protein, C-terminal conserved region
PF04882	0.60056455419439	Peroxin-3
PF04884	0.973458133992605	Vitamin B6 photo-protection and homoeostasis
PF04885	3.5703322992787	Stigma-specific protein, Stig1
PF04886	3.06983945478289	PT repeat
PF04889	0.285455486489335	Cwf15/Cwc15 cell cycle control protein
PF04892	2.86038776773678	VanZ like family
PF04893	0.43297389961451	Yip1 domain
PF04898	1.0152027018667	Glutamate synthase central domain
PF04899	6.70820393249937	MbeD/MobD like
PF04900	0.171462409869544	Fcf1
PF04901	1.66899226442805	Receptor activity modifying family
PF04902	1.85787635365073	Conserved region in Nab1
PF04904	1.19134167673408	NAB conserved region 1 (NCD1)
PF04905	1.29787980129503	NAB conserved region 2 (NCD2)
PF04906	1.34676483106891	Tweety
PF04908	1.2	SH3-binding, glutamic acid-rich protein
PF04909	1.13066754216661	Amidohydrolase
PF04910	0.21320071635561	Transcriptional repressor TCF25
PF04911	2.86038776773678	ATP synthase j chain
PF04912	0.527612993285005	Dynamitin
PF04916	1.09195032624366	Phospholipase B
PF04921	0.505649896847432	XAP5, circadian clock regulator
PF04922	0.394277244403663	DIE2/ALG10 family
PF04923	2.05383256385983	Ninjurin
PF04925	0.505649896847432	SHQ1 protein
PF04926	0.701711331738922	Poly(A) polymerase predicted RNA binding domain
PF04927	2.78404331656474	Seed maturation protein
PF04928	0.730025054644	Poly(A) polymerase central domain
PF04930	0.61229014416338	FUN14 family
PF04931	0.479701611800123	DNA polymerase phi
PF04934	0.312009485232529	MED6 mediator sub complex component
PF04935	0.350931925281437	Surfeit locus protein 6
PF04937	2.68878481161516	Protein of unknown function (DUF 659)
PF04938	0.405982262662556	Survival motor neuron (SMN) interacting protein 1 (SIP1)
PF04939	0.266060033446299	Ribosome biogenesis regulatory protein (RRS1)
PF04940	6.70820393249937	Sensors of blue-light using FAD
PF04942	4.95433694306862	CC domain
PF04947	6.70820393249937	Poxvirus Late Transcription Factor VLTF3 like
PF04949	1.94701677041241	Transcriptional activator
PF04950	0.369114717588563	40S ribosome biogenesis protein Tsr1 and BMS1 C-terminal
PF04952	1.47421011207543	Succinylglutamate desuccinylase / Aspartoacylase family
PF04958	6.70820393249937	Arginine N-succinyltransferase beta subunit
PF04959	0.644114857668547	Arsenite-resistance protein 2
PF04960	1.15961069747436	Glutaminase
PF04961	1.41552484087675	Formiminotransferase-cyclodeaminase
PF04963	6.70820393249937	Sigma-54 factor, core binding domain
PF04968	0.634573033403411	CHORD
PF04969	0.453010157521236	CS domain
PF04970	1.04003130006182	Lecithin retinol acyltransferase
PF04972	4.95433694306862	BON domain
PF04979	0.716365220096386	Protein phosphatase inhibitor 2 (IPP-2)
PF04981	0.513110463598518	NMD3 family
PF04982	1.62871079803517	HPP family
PF04983	0.683313223182335	RNA polymerase Rpb1, domain 3
PF04986	6.70820393249937	Putative transposase
PF04987	0.659887100547348	Phosphatidylinositolglycan class N (PIG-N)
PF04988	1.71241083045884	A-kinase anchoring protein 95 (AKAP95)
PF04989	4.02936663193429	Cephalosporin hydroxylase
PF04990	0.582144206664823	RNA polymerase Rpb1, domain 7
PF04991	2.04606817465122	LicD family
PF04992	0.786566506207116	RNA polymerase Rpb1, domain 6
PF04997	0.683960939029746	RNA polymerase Rpb1, domain 1
PF04998	0.667603969426122	RNA polymerase Rpb1, domain 5
PF05000	0.627000592658281	RNA polymerase Rpb1, domain 4
PF05001	0.742719372286905	RNA polymerase Rpb1 C-terminal repeat
PF05002	0.441367414752375	SGS domain
PF05003	2.93876906822629	Protein of unknown function (DUF668)
PF05004	0.684653196881458	Interferon-related developmental regulator (IFRD)
PF05005	1.09264703862703	Janus/Ocnus family (Ocnus)
PF05007	0.488715337382522	Mannosyltransferase (PIG-M)
PF05008	0.470959595044221	Vesicle transport v-SNARE protein N-terminus
PF05010	1.12249721603218	Transforming acidic coiled-coil-containing protein (TACC), C-terminal
PF05011	0	Lariat debranching enzyme, C-terminal domain
PF05014	1.50486224938045	Nucleoside 2-deoxyribosyltransferase
PF05017	6.70820393249937	TMP repeat
PF05018	0.935303997515756	Protein of unknown function (DUF667)
PF05019	0.285455486489335	Coenzyme Q (ubiquinone) biosynthesis protein Coq4
PF05020	0.771530448494773	NPL4 family, putative zinc binding region
PF05021	0.382792182502027	NPL4 family
PF05022	0.466753750936091	SRP40, C-terminal domain
PF05023	1.39472901192224	Phytochelatin synthase
PF05024	0.254492205905155	N-acetylglucosaminyl transferase component (Gpi1)
PF05025	1.54478595163331	RbsD / FucU transport protein family
PF05026	0.45441168450149	Dcp2, box A domain
PF05028	0.951485913604076	Poly (ADP-ribose) glycohydrolase (PARG)
PF05029	0.862847396460488	Timeless protein C terminal region
PF05030	0.744930613708073	SSXT protein (N-terminal region)
PF05032	2.12132034355964	Spo12 family
PF05033	1.11382609279399	Pre-SET motif
PF05036	6.70820393249937	Sporulation related domain
PF05038	1.13066754216661	Cytochrome Cytochrome b558 alpha-subunit
PF05039	1.85787635365073	Agouti protein
PF05041	1.09637092386541	Pecanex protein (C-terminus)
PF05042	2.41013927124932	Caleosin related protein
PF05044	1.81763292334482	Homeo-prospero domain
PF05045	6.70820393249937	Rhamnan synthesis protein F
PF05046	0.527612993285005	Mitochondrial large subunit ribosomal protein (Img2)
PF05047	0.36295500885618	Mitochondrial ribosomal protein L51 / S25 / CI-B8 domain
PF05048	1.37026816728933	Periplasmic copper-binding protein (NosD)
PF05049	1.95674549540042	Interferon-inducible GTPase (IIGP)
PF05050	2.56862998409056	Methyltransferase FkbM domain
PF05051	0.369274472937998	Cytochrome C oxidase copper chaperone (COX17)
PF05053	1.313113653904	Menin
PF05055	3.87738196584898	Protein of unknown function (DUF677)
PF05056	3.17499559559619	Protein of unknown function (DUF674)
PF05057	0.763909276317594	Putative serine esterase (DUF676)
PF05060	1.02386300575099	N-acetylglucosaminyltransferase II (MGAT2)
PF05063	0.486318498330242	MT-A70
PF05064	0.429960642680129	Nsp1-like C-terminal region
PF05066	1.07264541290129	HB1, ASXL, restriction endonuclease HTH domain
PF05069	6.70820393249937	Phage virion morphogenesis family
PF05071	0.434047381269145	NADH ubiquinone oxidoreductase subunit NDUFA12
PF05075	4.70621264925417	Protein of unknown function (DUF684)
PF05076	1.08112495523467	Suppressor of fused protein (SUFU)
PF05078	2.83668865542719	Protein of unknown function (DUF679)
PF05083	2.57831869107123	LST-1 protein
PF05088	2.02259958738973	Bacterial NAD-glutamate dehydrogenase
PF05089	0.928135574776934	Alpha-N-acetylglucosaminidase (NAGLU) tim-barrel domain
PF05090	1.42599770695022	Vitamin K-dependent gamma-carboxylase
PF05091	0.486590629890634	Eukaryotic translation initiation factor 3 subunit 7 (eIF-3)
PF05093	0.437653042481089	Cytokine-induced anti-apoptosis inhibitor 1, Fe-S biogenesis
PF05096	1.76615916095299	Glutamine cyclotransferase
PF05097	3.16641867921871	Protein of unknown function (DUF688)
PF05104	1.81024139030151	Ribosome receptor lysine/proline rich region
PF05109	4.68920423564984	Herpes virus major outer envelope glycoprotein (BLLF1)
PF05110	1.37738496765154	AF-4 proto-oncoprotein
PF05111	2.17488244196408	Ameloblastin precursor (Amelin)
PF05116	2.38348409502868	Sucrose-6F-phosphate phosphohydrolase
PF05118	1.04412588495658	Aspartyl/Asparaginyl beta-hydroxylase
PF05127	0.254492205905155	Helicase
PF05129	0.684265325889573	Transcription elongation factor Elf1 like
PF05131	0.152459180284077	Pep3/Vps18/deep orange family
PF05132	0.551705340272206	RNA polymerase III RPC4
PF05137	6.70820393249937	Fimbrial assembly protein (PilN)
PF05138	6.70820393249937	Phenylacetic acid catabolic protein
PF05139	3.78393734332135	Erythromycin esterase
PF05140	2.25440200183991	ResB-like family
PF05141	2.64820448851425	Pyoverdine/dityrosine biosynthesis protein
PF05142	2.5741949180671	Domain of unknown function (DUF702)
PF05145	6.70820393249937	Transition state regulatory protein AbrB
PF05147	0.887892038891707	Lanthionine synthetase C-like protein
PF05148	0.32903802985403	Hypothetical methyltransferase
PF05151	6.70820393249937	Photosystem II reaction centre M protein (PsbM)
PF05152	6.70820393249937	Protein of unknown function (DUF705)
PF05153	0.650088129031086	Myo-inositol oxygenase
PF05154	1.09594608866485	TM2 domain
PF05157	6.70820393249937	Type II secretion system (T2SS), protein E, N-terminal domain
PF05158	0.661781678007627	RNA polymerase Rpc34 subunit
PF05160	0.498154956239878	DSS1/SEM1 family
PF05161	1.07343366747099	MOFRL family
PF05162	1.46533459424745	Ribosomal protein L41
PF05163	4.68920423564984	DinB family
PF05168	2.21481555839155	HEPN domain
PF05172	0.382792182502027	Nup53/35/40-type RNA recognition motif
PF05173	1.82258557599312	Dihydrodipicolinate reductase, C-terminus
PF05175	0.56368476289081	Methyltransferase small domain
PF05176	1.17369119465393	ATP10 protein
PF05177	3.29279624366172	RCSD region
PF05178	0.301511344577764	KRI1-like family
PF05179	0.264305233482384	RNA pol II accessory factor, Cdc73 family, C-terminal
PF05180	0.653799501972578	DNL zinc finger
PF05181	0.470244852316558	XPA protein C-terminus
PF05182	0.450255441216813	Fip1 motif
PF05183	1.34555391591032	RNA dependent RNA polymerase
PF05184	0.969095149961108	Saposin-like type B, region 1
PF05185	0.350931925281437	PRMT5 arginine-N-methyltransferase
PF05186	0.650917350300458	Dpy-30 motif
PF05187	0.254492205905155	Electron transfer flavoprotein-ubiquinone oxidoreductase, 4Fe-4S
PF05188	0.32305829403148	MutS domain II
PF05189	0.362480406994013	RNA 3'-terminal phosphate cyclase (RTC), insert domain
PF05190	0.284045526196243	MutS family domain IV
PF05191	0.343994303938304	Adenylate kinase, active site lid
PF05192	0.245991841709561	MutS domain III
PF05193	0.249082093892104	Peptidase M16 inactive domain
PF05195	0.330926738922535	Aminopeptidase P, N-terminal domain
PF05196	1.64378228546855	PTN/MK heparin-binding protein family, N-terminal domain
PF05197	0.91873175987878	TRIC channel
PF05198	0.984103709634942	Translation initiation factor IF-3, N-terminal domain
PF05199	1.10628120857626	GMC oxidoreductase
PF05201	2.25440200183991	Glutamyl-tRNAGlu reductase, N-terminal domain
PF05203	3.42948445635253	Hom_end-associated Hint
PF05204	5.26701787283158	Homing endonuclease
PF05205	0.91873175987878	COMPASS (Complex proteins associated with Set1p) component shg1
PF05206	0.596701583594985	Methyltransferase TRM13
PF05207	0.398862017608733	CSL zinc finger
PF05208	0.343994303938304	ALG3 protein
PF05210	1.37597721575322	Sprouty protein (Spry)
PF05212	2.8763002155769	Protein of unknown function (DUF707)
PF05216	0.270281238808668	UNC-50 family
PF05217	6.70820393249937	STOP protein
PF05218	4.7136769087412	Protein of unknown function (DUF713)
PF05219	0.78334945180064	DREV methyltransferase
PF05221	0.707656805593906	S-adenosyl-L-homocysteine hydrolase
PF05222	0.575403045197015	Alanine dehydrogenase/PNT, N-terminal domain
PF05224	0.864973373812646	NDT80 / PhoG like DNA-binding  family
PF05225	2.53174302568357	helix-turn-helix, Psq domain
PF05226	6.70820393249937	CHASE2 domain
PF05234	3.78393734332135	UAF complex subunit Rrn10
PF05236	0.867654366080149	Transcription initiation factor TFIID component TAF4 family
PF05238	1.12222610690149	Kinetochore protein CHL4 like
PF05239	2.51811617899355	PRC-barrel domain
PF05240	6.70820393249937	APOBEC-like C-terminal domain
PF05241	0.939967838484749	Emopamil binding protein
PF05242	3.78393734332135	Glycosylation-dependent cell adhesion molecule 1 (GlyCAM-1)
PF05250	1.08943503104531	Uncharacterised protein family (UPF0193)
PF05251	0.544494952169169	Oligosaccharyltransferase subunit 5
PF05253	0.958044810905764	U11-48K-like CHHC zinc finger
PF05254	0.631987566352115	Uncharacterised protein family (UPF0203)
PF05255	0.597311054886334	Uncharacterised protein family (UPF0220)
PF05257	4.76500296162388	CHAP domain
PF05266	3.37908256828169	Protein of unknown function (DUF724)
PF05267	6.23658114204994	Protein of unknown function (DUF725)
PF05270	3.48886722807611	Alpha-L-arabinofuranosidase B (ABFB) domain
PF05276	1.03034354157918	SH3 domain-binding protein 5 (SH3BP5)
PF05277	0.730477130336511	Protein of unknown function (DUF726)
PF05278	4.89686009135704	Arabidopsis phospholipase-like protein (PEARLI 4)
PF05279	1.75107067141941	Aspartyl beta-hydroxylase N-terminal region
PF05281	1.22821933190808	Neuroendocrine protein 7B2 precursor (Secretogranin V)
PF05282	0.350931925281437	AAR2 protein
PF05283	1.59573875970954	Multi-glycosylated core protein 24 (MGC-24), sialomucin
PF05285	0.337099931231621	SDA1
PF05287	2.6325985801278	PMG protein
PF05291	0.236496083957584	Bystin
PF05292	0.766004692904338	Malonyl-CoA decarboxylase C-terminal domain
PF05296	2.33721189820716	Taste receptor protein (TAS2R)
PF05300	1.74499940111387	Protein of unknown function (DUF737)
PF05301	0.945243684567822	GNAT acetyltransferase, Mec-17
PF05303	1.02247471629109	Protein of unknown function (DUF727)
PF05306	6.70820393249937	Protein of unknown function (DUF733)
PF05308	1.2223504509755	Mitochondrial fission regulator
PF05324	2.57831869107123	Sperm antigen HE2
PF05326	3.12706332625072	Seminal vesicle autoantigen (SVA)
PF05327	0.67559140132754	RNA polymerase I specific transcription initiation factor RRN3
PF05328	0.603022689155527	CybS, succinate dehydrogenase cytochrome B small subunit
PF05334	1.16796164520713	Protein of unknown function (DUF719)
PF05335	4.10026426453346	Protein of unknown function (DUF745)
PF05336	2.48361105321191	L-rhamnose mutarotase
PF05337	2.02259958738973	Macrophage colony stimulating factor-1 (CSF-1)
PF05340	2.95483681547063	Protein of unknown function (DUF740)
PF05345	3.23773911015921	Putative Ig domain
PF05346	0.655204494255747	Eukaryotic membrane protein family
PF05347	0.45183794295735	Complex 1 protein (LYR family)
PF05348	0.453954436311546	Proteasome maturation factor UMP1
PF05349	1.57268249853153	GATA-type transcription activator, N-terminal
PF05350	1.88575302498579	Glycogen synthase kinase-3 binding
PF05351	0.821413497648597	GMP-PDE, delta subunit
PF05355	1.789930088497	Apolipoprotein C-II
PF05361	1.39412385426214	PKC-activated protein phosphatase-1 inhibitor
PF05362	0.620941367456044	Lon protease (S16) C-terminal proteolytic domain
PF05365	0.393108939700906	Ubiquinol-cytochrome C reductase, UQCRX/QCR9 like
PF05366	1.98036947580653	Sarcolipin
PF05368	1.4441159451626	NmrA-like family
PF05375	4.41588043316392	Pacifastin inhibitor (LCMII)
PF05378	0.730556305408587	Hydantoinase/oxoprolinase N-terminal region
PF05380	3.74370504519157	Pao retrotransposon peptidase
PF05383	0.441108394823144	La domain
PF05386	2.61846589367966	TEP1 N-terminal domain
PF05387	6.70820393249937	Chorion family 3
PF05388	3.23773911015921	Carboxypeptidase Y pro-peptide
PF05390	3.42948445635253	Yeast cell wall synthesis protein KRE9/KNH1
PF05391	1.03402846964339	Lsm interaction motif
PF05392	1.89617253267496	Cytochrome C oxidase chain VIIB
PF05393	6.70820393249937	Human adenovirus early E3A glycoprotein
PF05395	1.70603394733831	Protein phosphatase inhibitor 1/DARPP-32
PF05397	2.86038776773678	Mediator complex subunit 15
PF05399	2.02259958738973	Ectropic viral integration site 2A protein (EVI2A)
PF05401	6.70820393249937	Nodulation protein S (NodS)
PF05404	1.07511086284245	Translocon-associated protein, delta subunit precursor (TRAP-delta)
PF05405	1.01973408656813	Mitochondrial ATP synthase B chain precursor (ATP-synt_B)
PF05406	0.609471993493903	WGR domain
PF05418	4.02936663193429	Apovitellenin I (Apo-VLDL-II)
PF05419	2.17488244196408	GUN4-like
PF05421	2.48361105321191	Protein of unknown function (DUF751)
PF05422	1.17369119465393	Stress-activated map kinase interacting protein 1 (SIN1)
PF05426	3.23773911015921	Alginate lyase
PF05427	0.943172526373178	Acidic fibroblast growth factor binding (FIBP)
PF05428	1.60954258963805	Corticotropin-releasing factor binding protein (CRF-BP)
PF05432	2.12132034355964	Bone sialoprotein II (BSP-II)
PF05433	3.78393734332135	Glycine zipper 2TM domain
PF05434	1.24708525685547	TMEM9
PF05436	4.95433694306862	Mating factor alpha precursor N-terminus
PF05438	1.72002253143688	Thyrotropin-releasing hormone (TRH)
PF05439	0.945984335830337	Jumping translocation breakpoint protein (JTB)
PF05444	4.71939903724269	Protein of unknown function (DUF753)
PF05448	6.70820393249937	Acetyl xylan esterase (AXE1)
PF05450	0.522232967867094	Nicastrin
PF05454	1.16875814268796	Dystroglycan (Dystrophin-associated glycoprotein 1)
PF05456	1.29614112879517	Eukaryotic translation initiation factor 4E binding protein (EIF4EBP)
PF05458	1.10203840058486	Cd27 binding protein (Siva)
PF05460	0.884962472340543	Origin recognition complex subunit 6 (ORC6)
PF05461	1.84377423159141	Apolipoprotein L
PF05462	1.54113633359126	Slime mold cyclic AMP receptor
PF05463	1.56146784090541	Sclerostin (SOST)
PF05466	1.85787635365073	Brain acid soluble protein 1 (BASP1 protein)
PF05470	0.543433587985536	Eukaryotic translation initiation factor 3 subunit 8 N-terminus
PF05473	3.78393734332135	UL45 protein, carbohydrate-binding C-type lectin-like
PF05474	4.71939903724269	Semenogelin
PF05476	4.68920423564984	PET122
PF05477	0.760616097494404	Surfeit locus protein 2 (SURF2)
PF05478	1.16589382715288	Prominin
PF05479	2.35625721260393	Photosystem I reaction centre subunit N (PSAN or PSI-N)
PF05482	4.02936663193429	Serendipity locus alpha protein (SRY-A)
PF05483	1.85453767755787	Synaptonemal complex protein 1 (SCP-1)
PF05485	1.86548155594778	THAP domain
PF05486	0.571580742725422	Signal recognition particle 9 kDa protein (SRP9)
PF05491	4.68920423564984	RuvB C-terminal winged helix domain
PF05493	0.638715659175703	ATP synthase subunit H
PF05494	6.70820393249937	MlaC protein
PF05495	0.912402772495604	CHY zinc finger
PF05496	3.78393734332135	Holliday junction DNA helicase RuvB P-loop domain
PF05497	2.74503513297959	Destabilase
PF05498	3.56574612872894	Rapid ALkalinization Factor (RALF)
PF05499	0.540562477617335	DNA methyltransferase 1-associated protein 1 (DMAP1)
PF05502	0.732735570354769	Dynactin p62 family
PF05507	1.70066149700939	Microfibril-associated glycoprotein (MAGP)
PF05508	3.42948445635253	RanGTP-binding protein
PF05510	1.26693079383352	Sarcoglycan alpha/epsilon
PF05511	1.19150574199771	Mitochondrial ATP synthase coupling factor 6
PF05512	2.9086451368378	AWPM-19-like family
PF05514	2.69516481350336	HR-like lesion-inducing
PF05517	1.02967910966941	p25-alpha
PF05524	6.70820393249937	PEP-utilising enzyme, N-terminal
PF05527	1.2443712487269	Domain of unknown function (DUF758)
PF05529	0.493557044781045	Bap31/Bap29 transmembrane region
PF05535	4.68920423564984	Chromadorea ALT protein
PF05536	0.705810632475591	Neurochondrin
PF05542	2.54955261398319	Protein of unknown function (DUF760)
PF05544	1.85999891386956	Proline racemase
PF05545	6.70820393249937	Cbb3-type cytochrome oxidase component FixQ
PF05546	2.12132034355964	She9 / Mdm33 family
PF05548	5.11219295869728	Gametolysin peptidase M11
PF05551	4.93322761423772	Zinc-binding loop region of homing endonuclease
PF05553	2.87106857778035	Cotton fibre expressed protein
PF05556	1.76727945669399	Calcineurin-binding protein (Calsarcin)
PF05557	0.472443069081507	Mitotic checkpoint protein
PF05558	2.93876906822629	DREPP plasma membrane polypeptide
PF05562	3.12613615709989	Cold acclimation protein WCOR413
PF05564	2.91101803052231	Dormancy/auxin associated protein
PF05571	0.986486851396275	JNK1/MAPK8-associated membrane protein
PF05572	1.32220274215484	Pregnancy-associated plasma protein-A
PF05577	0.804674451373429	Serine carboxypeptidase S28
PF05585	4.24396575321389	Putative peptidase (DUF1758)
PF05586	1.98717478757246	Anthrax receptor C-terminus region
PF05587	1.69022913548082	Anthrax receptor extracellular domain
PF05592	6.70820393249937	Bacterial alpha-L-rhamnosidase concanavalin-like domain
PF05593	3.05453947044807	RHS Repeat
PF05600	0.470244852316558	CDK5 regulatory subunit-associated protein 3
PF05602	0.482580977195606	Cleft lip and palate transmembrane protein 1 (CLPTM1)
PF05603	0.199540605772333	Protein of unknown function (DUF775)
PF05604	1.789930088497	Protein of unknown function (DUF776)
PF05605	0.904534033733291	Drought induced 19 protein (Di19), zinc-binding
PF05608	0.714650052852781	Protein of unknown function (DUF778)
PF05609	1.37448337401896	Lamina-associated polypeptide 1C (LAP1C)
PF05611	5.12007942888296	Caenorhabditis elegans protein of unknown function (DUF780)
PF05612	1.80006873902088	Leg1
PF05615	0.410718253299424	Tho complex subunit 7
PF05617	5.48926337407759	Prolamin-like
PF05620	0.32903802985403	SRP-independent targeting protein 2/TMEM208
PF05621	4.68920423564984	Bacterial TniB protein
PF05622	1.02590164629072	HOOK protein
PF05623	2.7813527727176	Protein of unknown function (DUF789)
PF05624	1.74979706615575	Lipolysis stimulated receptor (LSR)
PF05625	0.236496083957584	PAXNEB protein
PF05627	2.90754019358902	Cleavage site for pathogenic type III effector avirulence factor Avr
PF05630	4.01848200059841	Necrosis inducing protein (NPP1)
PF05631	0.835221761831321	Sugar-tranasporters, 12 TM
PF05633	2.8985475261037	Protein BYPASS1-related
PF05634	2.90033305297544	APO RNA-binding
PF05635	6.70820393249937	23S rRNA-intervening sequence protein
PF05637	1.92223838095212	galactosyl transferase GMA12/MNN10 family
PF05640	1.25988194914368	Na,K-Atpase Interacting protein
PF05641	1.83880412522116	Agenet domain
PF05644	1.29787980129503	Mitochondrial and peroxisomal fission factor Mff
PF05645	0.502135956451057	RNA polymerase III subunit RPC82
PF05647	3.95383872891616	Tandem-repeating region of mucin, epiglycanin-like
PF05648	0.44235827776492	Peroxisomal biogenesis factor 11 (PEX11)
PF05649	1.11086332245143	Peptidase family M13
PF05652	0.564627082560825	Scavenger mRNA decapping enzyme (DcpS) N-terminal
PF05653	0.875429841036736	Magnesium transporter NIPA
PF05659	4.77260702109212	Arabidopsis broad-spectrum mildew resistance protein RPW8
PF05661	6.70820393249937	Protein of unknown function (DUF808)
PF05664	2.23067441672013	Plant family of unknown function (DUF810)
PF05667	0.858140954518072	Protein of unknown function (DUF812)
PF05669	0.343994303938304	SOH1
PF05670	0.289582406724861	NFACT protein RNA binding domain
PF05671	6.70820393249937	GETHR pentapeptide repeat (5 copies)
PF05672	1.76437487547166	MAP7 (E-MAP-115) family
PF05673	4.68920423564984	Protein of unknown function (DUF815)
PF05676	0.476731294622796	NADH-ubiquinone oxidoreductase B18 subunit (NDUFB7)
PF05677	4.68920423564984	Chlamydia CHLPS protein (DUF818)
PF05678	2.87885247398779	VQ motif
PF05679	1.11389417908894	Chondroitin N-acetylgalactosaminyltransferase
PF05680	0.904534033733291	ATP synthase E chain
PF05681	2.35625721260393	Fumarate hydratase (Fumerase)
PF05683	2.35625721260393	Fumarase C-terminus
PF05684	2.34074741564805	Protein of unknown function (DUF819)
PF05685	4.0894542867767	Putative restriction endonuclease
PF05686	1.50260386318114	Glycosyl transferase family 90
PF05687	2.87913095328292	BES1/BZR1 plant transcription factor, N-terminal
PF05691	2.32026644238035	Raffinose synthase or seed imbibition protein Sip1
PF05693	0.84054182286782	Glycogen synthase
PF05694	1.49507831249148	56kDa selenium binding protein (SBP56)
PF05697	2.13329778071455	Bacterial trigger factor protein (TF)
PF05698	2.02259958738973	Bacterial trigger factor protein (TF) C-terminus
PF05699	2.48017439433118	hAT family C-terminal dimerisation region
PF05700	0.496682538873722	Breast carcinoma amplified sequence 2 (BCAS2)
PF05701	2.88930982058806	Weak chloroplast movement under blue light
PF05703	2.90115783607622	Auxin canalisation
PF05704	4.68920423564984	Capsular polysaccharide synthesis protein
PF05705	0.966158046446919	Eukaryotic protein of unknown function (DUF829)
PF05706	1.41526971320659	Cyclin-dependent kinase inhibitor 3 (CDKN3)
PF05708	3.03389938108459	Permuted papain-like amidase enzyme, YaeF/YiiX, C92 family
PF05710	6.70820393249937	Coiled coil
PF05711	6.70820393249937	Macrocin-O-methyltransferase (TylF)
PF05712	0.943287445963389	MRG
PF05715	2.32090571192884	Piccolo Zn-finger
PF05716	2.35432407570356	A-kinase anchor protein 110 kDa (AKAP 110)
PF05719	0.841265280828392	Golgi phosphoprotein 3 (GPP34)
PF05720	6.70820393249937	Cell-cell adhesion domain
PF05721	1.26278295071156	Phytanoyl-CoA dioxygenase (PhyH)
PF05722	6.70820393249937	Ustilago B locus mating-type protein
PF05724	1.1245118551306	Thiopurine S-methyltransferase (TPMT)
PF05725	6.69223922438783	FNIP Repeat
PF05726	1.20623313567034	Pirin C-terminal cupin domain
PF05729	2.25014469720091	NACHT domain
PF05730	4.52395240755306	CFEM domain
PF05731	1.01973408656813	TROVE domain
PF05735	1.36515067433466	Thrombospondin C-terminal region
PF05739	0.511051527810299	SNARE domain
PF05741	1.15351944463621	Nanos RNA binding domain
PF05742	0.69374593509432	Transport and Golgi organisation 2
PF05743	0.734156503646111	UEV domain
PF05746	0.370196508013588	DALR anticodon binding domain
PF05753	0.712119426120841	Translocon-associated protein beta (TRAPB)
PF05755	2.72384130554131	Rubber elongation factor protein (REF)
PF05757	2.59807621135332	Oxygen evolving enhancer protein 3 (PsbQ)
PF05758	5.26701787283158	Ycf1
